price,rating,sim (dual/single),3G,4G,5G,VoLTE,Vo5G,NFC,Wi-Fi,IR Blaster,Inches,Resolution_Width,Resolution_Height,Processor_Type_Dimensity,Processor_Type_Exynos,Processor_Type_Helio,Processor_Type_Other,Processor_Type_Snapdragon,Processor_Type_Unisoc,Processor_Type_Unknown,Core_Type_Octa,Core_Type_Quad,Core_Type_Unknown,Brand_Google,Brand_Honor,Brand_Huawei,Brand_Infinix,Brand_Motorola,Brand_Nokia,Brand_OPPO,Brand_OnePlus,Brand_Oppo,Brand_Other,Brand_POCO,Brand_Poco,Brand_Realme,Brand_Samsung,Brand_Tecno,Brand_Vivo,Brand_Xiaomi,Brand_iQOO,Brand_itel,RAM_17-24,RAM_9-16,RAM_<1GB,RAM_Unknown,Inbuilt_Memory_129-256GB,Inbuilt_Memory_257-512GB,Inbuilt_Memory_49-128GB,Inbuilt_Memory_<1GB,Inbuilt_Memory_>512GB,Inbuilt_Memory_Unknown,Wattage_25-50W,Wattage_51-100W,Wattage_<25W,Wattage_>150W,Wattage_Unknown,battery in mAh_4001-6000mAh,battery in mAh_6001-10000mAh,battery in mAh_<2000mAh,battery in mAh_>10000mAh,battery in mAh_Unknown,Notch_Type_1,Notch_Type_2,Memory_Card_Category_Memory Card Not Supported,Memory_Card_Category_Memory Card Supported,Memory_Card_Category_Unknown,rear_type_Penta,rear_type_Quad,rear_type_Triple,rear_type_Unknown,first_rear_mp_category_25-48,first_rear_mp_category_49-64,first_rear_mp_category_9-24,first_rear_mp_category_>64,first_rear_mp_category_Unknown,front_mp_category_17-32,front_mp_category_33-48,front_mp_category_9-16,front_mp_category_>48,front_mp_category_Unknown,Extracted_OS_Other OS,Extracted_OS_iOS,Hz_144.0,Hz_60.0,Hz_90.0,Hz_>150,Anomaly_Score,Anomaly
15.297700600163536,1.0,1,1,1,1,1,0,1,1,0,0.7058823529411774,0.7058823529411774,0.8304347826086957,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.432351928055253,0.7241379310344827,1,1,1,1,1,0,0,1,0,0.0588235294117634,0.0588235294117634,0.6119565217391305,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.09105487752722,0.5172413793103448,1,1,1,1,1,0,0,1,0,0.1176470588235269,0.1176470588235269,0.6108695652173913,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
12.922943591274423,0.7241379310344827,1,1,1,1,1,0,0,1,0,-0.1764705882352956,-0.1764705882352956,0.6086956521739131,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.835048155218397,0.7586206896551722,1,1,1,1,1,0,0,1,0,0.7058823529411774,0.7058823529411774,0.6119565217391305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.143904342731076,0.6896551724137931,1,1,1,1,1,0,1,1,0,0.1176470588235269,0.1176470588235269,0.6108695652173913,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.645672046892102,0.7241379310344827,1,1,1,1,1,0,1,1,0,-2.8235294117647096,-2.8235294117647096,0.6445652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
14.167275046726964,0.896551724137931,1,1,1,1,1,0,0,1,1,0.5294117647058817,0.5294117647058817,0.6086956521739131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.957921055539154,0.8620689655172411,1,1,1,1,1,0,1,1,0,-0.1764705882352956,-0.1764705882352956,0.6086956521739131,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14.105230018188712,0.8275862068965516,1,1,1,1,1,0,1,1,0,-0.882352941176473,-0.882352941176473,0.6086956521739131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
13.341627618916377,0.7586206896551722,1,1,1,1,1,0,0,1,0,0.8235294117647044,0.8235294117647044,0.6086956521739131,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.341627618916377,0.6551724137931032,1,1,1,1,1,0,1,1,0,-0.1176470588235321,-0.1176470588235321,0.3945652173913043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
13.817788849037528,0.6551724137931032,1,1,1,1,1,0,0,1,1,0.5294117647058817,0.5294117647058817,0.6086956521739131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.142966055939958,0.6896551724137931,1,1,1,1,1,0,0,1,0,0.0,0.0,0.6108695652173913,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16.728542213643557,0.9034482758620688,1,1,1,1,1,1,1,1,0,1.2941176470588227,1.2941176470588227,0.7956521739130435,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
